"tid";"acceleration"
0;-7,16512683767844
0,01;-8,52622184837311
0,02;-9,81137470352766
0,03;-10,50681795068
0,04;-11,217479078472
0,05;-12,0463393613712
0,06;-12,8546763634969
0,07;-13,5036065136071
0,08;-13,9907066431058
0,09;-13,2199414314123
0,1;-12,3025124460938
0,11;-10,2442744166138
0,12;-8,42732034351223
0,13;-8,48716865207538
0,14;-7,82208006170637
0,15;-1,5181445338959
0,16;5,75214867975039
0,17;20,5391555347614
0,18;33,3798804790201
0,19;31,0816522151684
0,2;28,2443161270872
0,21;21,2135854027425
0,22;14,3376691307595
0,23;8,66596111709713
0,24;3,96157367853734
0,25;6,78320987848851
0,26;9,24103391519716
0,27;8,86829793802378
0,28;8,43002527177952
0,29;7,48185890138902
0,3;6,35230383928608
0,31;3,81149420793842
0,32;1,41466853557977
0,33;0,138078188291547
0,34;-1,1906456959565
0,35;-2,92498302581854
0,36;-4,67130554765869
0,37;-6,51087620302036
0,38;-8,31363450012938
0,39;-9,8301901182471
0,4;-11,313598915484
0,41;-12,5394278133788
0,42;-13,6493430013356
0,43;-13,8593769571999
0,44;-14,0092611729985
0,45;-13,6925187010143
0,46;-13,2663485950768
0,47;-11,9914710468609
0,48;-10,5243632668192
0,49;-7,56634114919606
0,5;-4,38444665394811
0,51;0,533774819738746
0,52;5,22408201404379
0,53;8,14671373059127
0,54;11,5106133469718
0,55;24,8627506475554
0,56;37,0292077655787
0,57;22,4058495159352
0,58;8,31645637453004
0,59;6,29172187745398
0,6;4,48722981978461
0,61;7,65899896193098
0,62;10,6513839413803
0,63;9,59067882990153
0,64;8,51228294294614
0,65;7,03393278043794
0,66;5,5634889054931
0,67;4,27179092651971
0,68;2,95516019165632
0,69;1,07484798729803
0,7;-0,811759386298209
0,71;-2,84068838143354
0,72;-4,8590809483425
0,73;-6,63926521729391
0,74;-8,40356563218286
0,75;-9,80876277573556
0,76;-11,1680118815274
0,77;-11,4884645716523
0,78;-11,8263805030144
0,79;-12,5591066001214
0,8;-13,2738834503114
0,81;-13,5828624847348
0,82;-13,8344720651516
0,83;-12,7890690614604
0,84;-11,7091918502125
0,85;-9,84991937020151
0,86;-7,96988091294855
0,87;-5,62036380593533
0,88;-2,98033691497737
0,89;6,22755526449868
0,9;15,4400727286674
0,91;24,757158948455
0,92;33,3997151344107
0,93;26,7924496619892
0,94;20,0785524434281
0,95;10,9539173325943
0,96;2,30361305653737
0,97;4,35768392577938
0,98;6,4058181385585
0,99;8,31981674472128
1;10,0753161974565
1,01;8,24313746712496
1,02;6,40974992679905
1,03;4,54895104782447
1,04;2,72772086112327
1,05;1,80538963446709
1,06;0,886811772856605
1,07;0,0536039271687383
1,08;-0,843325842179474
1,09;-3,18960614767727
1,1;-5,47348212651071
1,11;-6,33711671284372
1,12;-7,24043372618232
1,13;-9,04687121855036
1,14;-10,8143363280022
1,15;-11,6948406392174
1,16;-12,5509642778432
1,17;-12,8512057481796
1,18;-13,1238652086582
1,19;-12,7676516390171
1,2;-12,4071519653776
1,21;-11,9489286224815
1,22;-11,4029278211168
1,23;-8,85559076591408
1,24;-6,15220083743011
1,25;0,109212736788641
1,26;6,43278563792472
1,27;14,1735984164086
1,28;21,8363525117774
1,29;27,7193595613296
1,3;32,837893200381
1,31;20,5263442392335
1,32;8,6770115773179
1,33;7,34712132616012
1,34;6,15346524156838
1,35;8,06032177843091
1,36;9,85246469127191
1,37;9,03387456913547
1,38;8,18255956737165
1,39;6,58736975253034
1,4;5,00551378951784
1,41;3,7262028474804
1,42;2,43958414753924
1,43;0,987352486981895
1,44;-0,491506491113161
1,45;-2,57272023152691
1,46;-4,60213987458641
1,47;-5,4612993362967
1,48;-6,35137122644596
1,49;-7,93863481058743
1,5;-9,49615776597184
1,51;-10,3829175239662
1,52;-11,2543765567483
1,53;-11,7807466052705
1,54;-12,2966470351802
1,55;-12,5764181312101
1,56;-12,8171154218167
1,57;-12,1749607862371
1,58;-11,5163994246654
1,59;-10,4875822478436
1,6;-9,38401589374913
1,61;-6,59356102925114
1,62;-3,40204156317805
1,63;8,8404306086054
1,64;20,7772595566246
1,65;25,8165404480502
1,66;30,349094820207
1,67;23,4461903097187
1,68;16,5158851202086
1,69;8,96722007351675
1,7;1,83146850832332
1,71;4,01406709917725
1,72;6,17191051400776
1,73;7,77109598077184
1,74;9,24279212716454
1,75;7,83739614251488
1,76;6,42296562516086
1,77;4,80464992844225
1,78;3,20919007693853
1,79;2,12952536975623
1,8;1,03482486526434
1,81;-0,399193269806462
1,82;-1,86421561860539
1,83;-4,02891994141725
1,84;-6,16802007178828
1,85;-7,72930222968623
1,86;-9,27577675762619
1,87;-10,488082780272
1,88;-11,6811434728096
1,89;-12,4398886662899
1,9;-13,1779278527044
1,91;-13,4486879774263
1,92;-13,6841018799704
1,93;-13,1208866242315
1,94;-12,4801035493593
1,95;-10,0867167085424
1,96;-7,64598005143227
1,97;-4,1353993885802
1,98;-0,482190903758686
1,99;6,39749909479389
2;13,4807371300164
2,01;25,1769075344729
2,02;36,3457400747538
2,03;35,5492795264343
2,04;34,095731461022
2,05;17,7058151190777
2,06;2,15721983905584
2,07;5,75599879500569
2,08;9,22232445841624
2,09;9,66686686640637
2,1;10,0192193957057
2,11;8,26835632044935
2,12;6,530449328941
2,13;5,0881218295534
2,14;3,64191789319847
2,15;2,1072771041643
2,16;0,541613468079323
2,17;-1,73180395781073
2,18;-3,97727403959384
2,19;-5,58399186452747
2,2;-7,18765917287477
2,21;-8,72160521017162
2,22;-10,2173586802566
2,23;-10,8401995616034
2,24;-11,4722951634101
2,25;-12,3159126026789
2,26;-13,1506919220315
2,27;-13,7834710434322
2,28;-14,3508902931805
2,29;-13,4244729424128
2,3;-12,4588297583484
2,31;-10,5966581084182
2,32;-8,8004096863213
2,33;-8,5108736870232
2,34;-7,85877756448284
2,35;1,07983394292023
2,36;10,1252089652237
2,37;21,6107241246429
2,38;32,3997653577638
2,39;27,2994828309435
2,4;22,0080830107982
2,41;12,3644665698759
2,42;3,15878020359848
2,43;3,90173924495883
2,44;4,73539980178525
2,45;7,62707721993092
2,46;10,3232902741493
2,47;8,59243862391376
2,48;6,86078716265202
2,49;5,11102081285457
2,5;3,38308339426067
2,51;2,14954858133517
2,52;0,944604446831063
2,53;0,387209465447578
2,54;-0,224190866689337
2,55;-2,05875626777182
2,56;-3,88876117125937
2,57;-5,61547554389181
2,58;-7,31802630615305
2,59;-8,47329640579458
2,6;-9,62308364529066
2,61;-10,6486898006862
2,62;-11,6483878616251
2,63;-12,0612945083531
2,64;-12,4626709073781
2,65;-12,6028991788626
2,66;-12,6983792866589
2,67;-11,7803599919201
2,68;-10,8226599423413
2,69;-8,96623203440025
2,7;-6,92000175358896
2,71;-0,574944981347887
2,72;5,8252248437072
2,73;13,4736480385925
2,74;21,0424732707547
2,75;26,8084873698676
2,76;31,8553423931462
2,77;20,6139917423269
2,78;9,73391617764222
2,79;7,03634585370196
2,8;4,56511418652279
2,81;7,22021786999069
2,82;9,71571690109664
2,83;8,59633642700606
2,84;7,45969370938556
2,85;5,93207911588187
2,86;4,42691619196075
2,87;3,43026025094981
2,88;2,40486630958197
2,89;0,728586526333066
2,9;-0,973097010915639
2,91;-3,25014917499016
2,92;-5,48907133084584
2,93;-6,864388427558
2,94;-8,2242614509994
2,95;-9,23434226536097
2,96;-10,2253011588626
2,97;-10,7831684175043
2,98;-11,3345466065495
2,99;-11,738776702952
3;-12,1398888204464
